Title,Tags,Text
Low Country Crap Boil,,"Low Country Crap Boil similar to Low Country Crab Dip but with one arm dips (again with fingers pointing forward). Starting in crab position, grab left foot with right hand and hold (1), while holding foot dip using left arm (2), press back up (3), release back to crab (4). Repeat, alternating left hand grabbing/holding right foot."
Lt. Danger,,Lt. Danger Lt. Dans plus a merkin. The sequence goes lunge-lunge-squat-merkin.
Lt. Dans,,"Lt. Dans A Squat and 2 Single-leg Lunge combination in ascending rep counts of each, usually up to 10. From Forrest Gump, Lt. Dan ""ain't got no legs."""
Lt. Get-ups,,"Lt. Get-ups Perform two leg lunges forward followed by a prisoner get up. Perfect for crossing a field with a Pax. Sort of a mashup of Lt. Dans and Prisoner Get ups. Often greeted with, ï¿½what the heckï¿½?"
Luge,,"Luge From flat on your back, raise both your head and upper back and feet off the ground. From here, bring your knees and chest together, then return to the starting position."
Lunge Worm,Legs|Arms|Full Body,"Lunge Walk with each leg, then do an inch worm with two Merkins at the bottom before inching back up. When returning to standing position from the inch worm, repeat the full movement until the destination is reached."
M.E.R.C.Y. High Fives,,"M.E.R.C.Y. High Fives Done with FIVE stations at the bottom of a hill. The hill climb and distance is your challenge. PAX must complete each station's circuit at the top of the hill before moving to the next. All stations (except the C-Crawl Station have a WO at the top of the hill which start with 1 Rep and ascend up to 5 Reps before that station's circuit is complete.<br /> Station 1 - M - Manmakers (w coupon such as a Dead Seal or Cenderblock) - (Alternate for this is Merkins w/out coupon and must complete the 1-5 Reps at the Top AND Bottom of the hill)<br /> Station 2 - E - Elf on the Shelf (w coupon such as a rolled-up section of fire hose or Cenderblock)<br /> Station 3 - R - Rock-a-Bye Babies (w coupon such as sledge hammer or Ruck Sack)<br /> Station 4 - C - Crawl (aka Bear Crawl) (w coupon such as a high-rise section of fire hose or a Ruck Sack)<br /> Station 5 - Y - Yoke Walk (w coupon such as a section of flat-lay fire-hose or a Deal Seal) At the top of the hill, complete the required number of ascending Squats<br /> Lord Have MERCY on your muscles after you climb HIGH up the hill FIVE times for FIVE sets."
Makhtar N'Diayes,,"Makhtar N'Diayes From plank position, a 4-count exercise in which you put each elbow to the ground and then back into regular plank. Named for late '90s Sengalese basketball player at UNC notorious for his elbows. Pronunciation: MAC-tar JIE - rhymes with ""sky""."
Manatee,,"Manatee While in the default Superman position, with left hand twist left and back to grab right foot, return to default, then take right hand and twist right and back to grab left foot. Bend at the knee as needed. A nice stretch on that lower back while working your core. If you were in the water you'd probably look as pretty as a Manatee, sometimes referred to as The Sea Cow."
Manmaker,,Manmaker Dumbell Merkin followed by right arm and left arm rows. Jump feet in then bring the weights up to shoulders while squatting. Similar to a dead lift. When coming out the squat shoulder press at the top.)
Manmaker Merkin,,Manmaker Merkin High plank with coupon (cinders are great) laying to your right side. Perform a Merkin. Reach under your body with your left hand and drag the coupon to the opposite side of your body. Flap Jack. Repeato.
Mario,,"Mario Double Box jumps on picnic tables (or stairs)... Jump to seat, jump to tabletop, stand up, walk down. Named Marios for what we think are obvious reasons."
Marionettes,,Marionettes Starting on your six laying flat. Big Boy Sit Up and touch the ground to the left of your legs then return to starting position laying flat. Big Boy Sit Up and touch the ground between your legs then return to starting position laying flat. Big Boy Sit Up and touch the ground to the right of your legs then return to starting position laying flat. This is a 3 count exercise best done OYO so you can embrace the mumble chatter.
Matt Biondi,,"Matt Biondi Standing, legs shoulder width apart, arms down. Rotate arms in opposite directions (arms straight) so that they are synced to be by your side and above your head in rotation. Popular shoulder warm up for swimmers, thus Matt Biondi ( famous US Olympic swimmer)."
McDuck,Legs|Routine,Named after the one and only Scrooge McDuck F3 Denver and his love for the calf raises we give you the McDuck. 1 McDuck is 100 calf raises. Sprinkle in McDucks throughout your workout.
Mega Man,,"Mega Man Done to the Mega Man video game theme song, approximately 4 minutes. Routine starts with 4 full squats... on last squat, stay in low squat position drop to hand and then push your self back into squat position (Squat Merkin) x 4. Once squat merkins are completed, from low squat jump up and complete high knee tuck touch jumps x 4 reps. Repeato until song is complete. Everyone knows Mega Man has mad hops!"
Men Makers,,"Men Makers Have 2 - 15 pound weights. Do a Merkin. Up into a Burpee. Down into a Merkin. Bear Crawl 5 steps with weights. Rinse and Repeat UNTIL YOU have completed 5 Burpees.<br /> Other PAX may Bear Crawl or Lunge, but not to pass the Man who is with the weights"
Merkin Jack,Arms,Merkin Jack Just as the name suggests. This is a merkin with a plank Jack at the bottom of the merkin. It is done on a 4 count. Down on 1 / Legs out on 2 (while in the bottom of the merkin) / Legs in on 3 / Up on 4
Merkin Jax,Routine,"Merkin Jax Much like Captain Thor, this routine follows a 1:4 ratio. Exercises are Merkins and plank Jacks. Routine: 1 Merkin. 4 plank Jacks. 2 Merkins. 8 plank jacks. Up to 5/20 and back down the mountain."
Merkin Ladder,,Merkin Ladder Find a launch point and target point to sprint to. 50 yards or more. Start with 20 merkin. Sprint to target point. 19 merkin. Sprint back to launch point. 18 merkin. Continue decreasing merkin count down to 1 merkin. Total of 210 merkin.
Merkin Mania,,"Merkin Mania Do all exercises without rest OYO: 5 Diamond Merkins, 5 Merkins, 5 Wide Arm Merkins, 5 Crucible Merkins, 5 Staggered Merkins 1 way, 5 Staggered Merkins the other way, 5 Tempo Merkins, 5 Hand Release Merkins."
Merkin Mile,,"Merkin Mile 25 merkins are completed after each 1/4 mile (Total: 100 merkins, 1 mile). This is an especially great exercise to jump-start your reps for the day during a push-up challenge!"
Merkin Mountain,Arms,Merkin Mountain Coined by F3 Gator of #jugtown; start in an incline Merkin at the base of any stadium bleacher. Perform one merkin and climb (preferably bear crawl) until your feet are where your hands started. Perform 2 Merkins and repeat adding one Merkin for every level you go up until you reach the pinnacle.
Merkin Roll,,Merkin Roll Regular merkin position go down roll to your right push up go down as you get close to the grown roll left as soon as you are facing the ground push up I hope is a good description.
Merkin Wipes,,"Merkin Wipes Like a merkin but with a wipe affect while in the down position (not touching ground). Can be done IC. Go down like a normal merkin. While in down position but not touching the ground, touch nose to left hand then touch nose to right hand, return to center position, then back up...that is one. NOTE: hands do not move, take your nose to your hands, thus ""wiping"" your nose across the ground. Enjoy!"
Mexican (Jumping Bean) Squats,,"Mexican (Jumping Bean) Squats Perform a full squat, then a hop or jump."
Mexican Jumping (Bean) Pull-ups,,"Mexican Jumping (Bean) Pull-ups Perform squat, jump to the pull up, complete pull up."
Mï¿½nage,,Mï¿½nage Teams of three. Each team does 90 of selected exercise as a group. Planks in between exercises. Repeat times 6.
Michelin Man Bolt,,Michelin Man Bolt Similar to the Usain Bolt but with a tractor trailer tire in tow. Two pax are harnessed to a tractor trailer tire - that trails them by 8-10 feet. The pax team drag the tire 40 yards out and back while remaining pax perform the prescribed exercise. Perform through all pax. Rinse and repeat for duration for a solid all over beat down.
Mickey Mouse Merkin,,"Mickey Mouse Merkin In plank position, perform Wide Arm Merkin, Diamond Merkin, Wide Arm Merkin, then return to your feet. Thatï¿½s one. <br /> Wide, Diamond, Wide (WDW - like Walt Disney World). Thatï¿½s the Mickey Mouse connection. Do enough of them and it won't be the happiest place on Earth..."
Mike Tyson,,Mike Tyson Place your feet against a curb or wall while in a plank position. Contract the legs for a horizontal squat. (1) Extend legs (2) Perform a Merkin (3) Return to starting position (4) or one rep. 10 reps is a nice starter. Also good with 7's or 11's on a narrow street. Mike Tyson's in combination with Bear Crawl's is a killer.
Mile of 50s,,"Mile of 50s At a standard 400-m track, the PAX jog 50 meters then Sprint 50 meters for 4 laps. This was a favorite training exercise of a former US Olympic 400-meter runner. If a PAX can do it under 6 minutes, they have Olympic potential!"
Millenial,,"Millenial Goal is a total count of 2000 as a team. The full pax does 100 reps each of a called exercise, then runs a 100m lap back to a point where they gather again for the next called exercise. There will be 10 cycles, which get you to your number. Teamwork matters. The first nine cycles end when the FIRST person gets to 100, which keeps the pax together. The last cycle, which is always burpees, is done together and usually with someone Q-ing or rotating the Q through the 100 burpees. A sample set of cycles: 1) SSH; 2) Lunges; 3) Merkins; 4) LBCs; 5) Mtn. Climbers; 6) Flutters; 7) Arm Raises; 8) Squats; 9) Oblique Crunches - 50 per side; 10) Burpees<br /> <br /> Named as year 2000 is within the time period around which the Millenial generation was born."
Mini Chesto,,Mini Chesto Half the reps of a Mucho Chesto.
Mini-Hair Burners,,"Mini-Hair Burners In regular plank position with weights or coupons close at hand, push weight or coupon forward with one hand across concrete and pull it back in cadence times x reps. Rinse and repeat with the other arm."
Monkey Crunches,,"Monkey Crunches Get in sit up position, as you start to come up you touch your ankles and then go back down. Similar to a crunch but you come up farther. The farther you put your heels from your butt the harder it becomes."
Monkey Drill,,"Monkey Drill Sideways lunge (defensive basketball slide) palms to ground as you extend. Done in two sets, once each direction as part of parking lot fun. Thanks Coach McCoy."
Monkey Humpers,,Monkey Humpers A half-squat performed while grabbing the inside of one's ankles. This restricts movement to a half-squat type exercise but increasing the burn.
Monkey Humping Goblet Squat,,"Monkey Humping Goblet Squat When you need to go ape...with a kettle bell, no better way than with the MHGS. Grab your KB ready for a goblet squat, begin going down to the squat position bending knees / pivoting at hips / keeping back straight and hold, keeping KB in hand transition using only knees and hips to pivot your rear out in a monkey humper then return to squat, rise up to finish the squat and count it as 1. Great as a ladder 10 to 1 or 1 to 10 combined with an upper body exercise (like a bicep curl chest press combo)."
Monkey Jumpers,,Monkey Jumpers Start with a half-squat while grabbing the inside of your ankles. Go down and up then let go of the ankles and jump.
Monkey Rolls,,"Monkey Rolls Break out into groups of 3 and start from the standing position in a line shoulder to shoulder with 4ï¿½ spacing between PAX. The PAX in the center dives to the ground toward the right hands first and finishes with a complete roll. While the first PAX is rolling toward the PAX on the right, the PAX on the right dives hands first over the PAX rolling toward him, finishing by in a complete roll toward the PAX who started on the left. The PAX on the left dives over the PAX rolling toward him and does a complete roll. Once each PAX finishes their complete roll, stand back up and get ready to dive over the next PAX rolling toward you. Repeat to failure or time defined by Q"
Monkey Squats: Step 1,,"Monkey Squats: Step 1 Start in a plank position on your hands. Hands should be shoulder width apart. Step 2: Then, jump your feet forward and to the outside of your hands, ending in a low squat position, keeping your butt down as much as possible. Step 3: Push into your hands and jump your legs back into the starting plank position."
Moon Gods,,Moon Gods These are sun god's southern cousins! Start in side plank on elbow and edge of lower foot. Bring top foot into the air as high as comfortable and move in circular pattern. Switch sides and repeat! Best done on grass and IC.
Morning Call,,"Morning Call All but one PAX get into push-up position and hold the up position while one guy counts off doing 5 pull-ups. Every time a pull-up is called out, the PAX does a merkin. After 5 pull-ups, he joins the PAX and the next guy gets up and calls out his 5 pull-ups. The cycle continues until all have performed 5 pull-ups. No one leaves the push-up position unless itï¿½s his turn to call out pull-ups or until all calls have been made."
Morning Wood,,Morning Wood This is a Turkish Get-up without the Kettlebell. Laying flat on back with one arm raised sit up and then come up into a standing position. Added degree of difficulty = don't use other hand to push yourself up! (A Turkish Get-up without a Kettlebell is aka A Turkish Get-up.)
Moroccan Nightclub,,"Moroccan Nightclub In standing position, holds arms straight out to the sides at shoulder height, rotate hands from palms up to palms down. Do about 50 in cadence (200 total) for a good shoulder burn."
Mosey,,Mosey Slow run from one location to another.
Motor City Shuffle,,"Motor City Shuffle Complete in order: Lunge x2, burpee, merkins x5, plank jacks x5, frog hop = 1 rep. Can be done in place of mosey. Variation the on MCS is the Blocko Motor City Shuffle (BMCS) ï¿½ With Cinder Block In Hand, Lunge with OH Press x2, First Part of Blockee, Merkins on block x5, Plank Jacks on block x5, second Part of Blockee (thruster), squat, block thruster throw, Frog Hop to Block, = 1 Rep! This one best should be done in a grassy field."
Mountain Climber Merkin,,"Mountain Climber Merkin Three mountain climber leg movements then Merkin down for count. 1,2,3, down!"
Mountain Climbers,,"Mountain Climbers Done from push-up position, run in place."
Mountain Goats,,Mountain Goats Like Mountain Climbers but with an added goat kick (where both legs leave the ground simultaneously) - exercise is done on a four count ... three mountain climbers (1 - 2 - 3) and the 4 is the goat kick. Get those legs up high to 45 degrees! Repeato until you've had enough.
Mountain Merkins,,"Mountain Merkins While in plank position (preferably on an incline, hill, berm, etc.) PAX would do Mountain Climbers (right, left, right, left) in cadence. Perform 2 Merkins (down, up, down, up) in cadence. This equals 1 rep."
Mountaineer Motivators,,"Mountaineer Motivators Start with determined number of the Q's choice 7, 10, 15 etc. Begins with (Harper's) Ferry Jacks, SSH, half arm motion SSH, just leg SSH, and hop....... the tempo is slightly different between the ferry jack and the regular tempo of the SSH/motivator but start at a higher number and you will have time to get the hang of it."
Mucho Chesto,,Mucho Chesto Chest blaster exercise intended to build mucho chesto. 10 x Merkin / 10 x Wide Merkin / 10 x Diamonds / 10 Stagger Merkin Left / 10 Stagger Merkin Right. Rinse and repeat for a total 100 Merkins. Time yourself and try to improve for a bonus.
Mucho Leg-o,Legs,"Mucho Leg-o 1) Narrow squat (feet together), 2) regular-stance squat, 3) wide squat, 4) bonnie blair (jumping lunge) with left foot forward, 5) bonnie blair with right foot forward (then back to narrow stance). Repeato until you look like a baby giraffe stumbling across the Savannah."
Multi-Merkin (M&M),Arms|Coupon|Core,"Start in high plank position, perform merkin, the tough left knee, merkin, right knee, merkin left foot, merkin, right foot, merkin, stretch left, merkin stretch right, merkin, inch worm back, stand up is one repetition."
Murder Bunny,Legs|Coupon,"Murder Bunny Stand with feet slightly more than shoulder width apart with CMU longways between them. Bend over and grab the CMU, lift it a few inches off the ground and move it forward until you canï¿½t reach. Then, put the CMU down, transition your weight to the CMU (thru your hands) and hop (think burpee) your feet back to where they are on either side of the CMU. Seen here: https://youtu.be/MRay9ttTfCk?t=68"
Murder Hornet,Coupon|Routine,"Murder Hornet Take on the Killer B's Routine from Iron Pax '19 but with a cinderblock coupon. Pax line up at the start. Murder Bunny 10 yards then: 10 Man Makers, 10 Lunges w/coupon, 10 BBS w/coupon. Repeat til 30 yard line. Once complete: Bear Crawl + Coupon Drag back to starting line. Rinse and Repeat the whole thing."
Musical Dora,,"Musical Dora Musical Dora is Dora's fun and sinister sides put together. Partner up just like a Dora. Partner 1 does the selected exercise while partner 2 runs either a hill or circuit and back then flapjack. During this time you have your favorite play list going. All exercises are done for the time period of a song. Sandbags or kettle bells are good here for the exercises. Tailor your playlist and exercises to the length of time you want to take. Examples of exercises: Kettle bell swings, overhead press, curls, bent over row, goblet squats, thrusters, overhead tricep extentions and the crowd pleasers: burpees or merkins to finish done to the 6:05 minute version of MJ singing ""Don't Stop Till You Get Enough"". Doing the exercises to a time based count (song) keeps all PAX together and who doesn't love to work out to the Q's favorite play list?"
Nadal,,Nadal Running the lines of a tennis court.
Navy Seal Burpee,Legs|Arms|Full Body,"This is a classic exercise that can be worked into any THANG you might have in mind (or even a warmup or MARY). The Navy Seal burpee (or Seal Burpee) is a standard burpee but on the down you are executing a sequence of three merkins where on the first two, execute a knee-tuck on the up."
Necro Bunny,Coupon|Full Body,"Perform a Murder Bunny and after each ""hop,"" remain with hands on Cindy (coupon). Without standing up, perform 5 squats or ""Frog Squats."" Distance set by Q"
NEMOs,,"NEMOs This routine mixes a get-up with a blockee.<br /> Start laying flat on your back, with a cindy on the ground above your head.<br /> Grasp the cindy, bring to your chest, perform one press straight up.<br /> Place cindy to one side, then kick out your legs or flip over to an inclined plank position.<br /> Perform one incline merkin, then without releasing the cindy, stand up and perform an overhead press.<br /> Return to inclined plank, perform another inclined merkin.<br /> Return to position on your back, perform one press straight up over chest with cindy. <br /> Return cindy to position over your head for one rep.<br /> Courtesy of Honker, F3 Pooler"
Never Cross Dolly,,"Never Cross Dolly Ab excersise , On your 6 just like your going to do Dolly's but your upper body is in the iron cross position the whole time doing Dolly's. Only your 6 is touching the ground."
Newton's Cradle,,"Newton's Cradle Just like your boss's favorite desk decoration ( https://www.youtube.com/watch?v=GyhaVaZgqTI ), get in plank position (with or without coupons) and extend your left arm perpendicular to your body until it is parallel to the ground. Return and repeat with the right arm to complete the four count cadence."
Nicole,,"Nicole Nicole is one of the girls of Cross-fit. Set a timer for 20 minutes. Pax will complete AMRAP (As Many Rounds As Possible) of the following: Run 400m; Pull-ups AMRAP (As Many Reps As Possible) Mix up the pull-ups, chin-ups etc. as you see fit.; Repeato until the timer sounds."
Ninnie Knockers,,"Ninnie Knockers Sitting on picnic table, leaning back on elbows, toes pointed to the floor so that entire body is a straight line. The ""1"" count is bring knees as close to your chest as you can, ""2"" is to extend with your toes pointing straight to the floor, ""3 and 4"" is repeat. In 4-count cadence."
Nipple Scraper Merkin,,"Nipple Scraper Merkin (Also called a Half Moon push up.) With hands on a curb & butts high, drop knees down and to one side. Lower one nipple until it touches the curb, twist your body in the low plank position until the other nipple comes to the curb, and then press up. That is one rep. Reverse the motion."
No Surrender,,"No Surrender Begin the no-surrender in the standing position with your hands locked behind your head and elbows pointing outward.4 count:<br /> 1.Go down on left knee, then 2. down on the right knee so now you're on both knees.<br /> 3.Then stand back up on left leg then <br /> 4. up with the right leg. <br /> After half the desired reps, switch the starting leg so that you don't favor one side."
No Surrender Indian Plank,,"No Surrender Indian Plank The entire PAX holds the full plank position. Starting in the down/rest position, Q gives the ""up"" signal and everyone assumes the full plank. The PAX at the rear then completes 5 no-surrenders, returns to the full, up, plank position, and gives the ""down"" signal. After a brief (approx. 5 second) rest, Q again gives the ""up"" signal, and the next PAX completes their no-surrenders. This continues until everyone had completed their no-surrenders."
Nolan Richardson,,"Nolan Richardson Aka ""40 minutes of Hell."" Warm-O-Rama: Windmills (20), American Hammers( 20), Mosey (Around Ballfield).<br /> Routine: Partner 1 will perform each exercise denoted below as Partner 2 backpedals 50 yards, performs a "" Bobby Hurley"" & jogs back to continue the exercise from the count accumulated by Partner 1. This will continue until the repetition count stated below is met.<br /> 1. Burpees (150).<br /> 2. Squats (300).<br /> 3. Big Boy Sit-Ups (150).<br /> 4. Little Baby Arm Circles (300).<br /> 5. Merkins (150).<br /> 6. Imperial Walkers (300)."
Nolan Ryan,,"Nolan Ryan Start in a side plank position with your ungrounded arm extended. Complete a punching motion as if someone, namely Robin Ventura, were under your other arm."
Non-Alternating Shoulder Taps,,"Non-Alternating Shoulder Taps Much like a combination of the Alternating Shoulder Taps (but you do not alternate) and a clap merkin (but rather than clap, you touch both shoulders). So, from the plank you go down as far as you need, probably halfway, to push up with enough force to be able to touch your right hand to your left shoulder and your left hand to your right shoulder AT THE SAME TIME, and then get your hands down in time to do some more. It is like the clap merkin, but since your hands are not under your body, it is a little scarier and you need a better push to have time to cross both arms and touch both shoulders and then get your hands down in time to not smash your face. Requires good explosive power. Good to call 10 OYO."
Noodling for Catfish,,"Noodling for Catfish Start in a plank position on an incline (bench, table, steps) do a merkin but when in down position, hold with one arm while other reaches down under bench, table, steps etc like your feeling for something for 3 seconds and then hand back to bench and finish the merkin."
Noonan,,Noonan Running up stadium stairs with a ruck on. Any form of weighted ruck or coupon up and down stairs. In Honor of F3 Naperville's Steve Keough (F3 Noonan) who suddenly passed away while rucking.
Not-So Lazy Boys,,"Not-So Lazy Boys On your six sitting upright with your legs straight out in front of you. Cross your arms and grab your sides, leaning back in your ""Lazy Boy"" as far as you can without your feet coming off the ground. Hold and engage your core for 10-15 seconds and rotate to your right, dropping your right elbow towards the ground (not letting it touch the ground), back to the middle (hold for 10-15 seconds, core still engaged) and then rotate over to your left, dropping your left elbow towards the ground (not letting it touch the ground). Do this for as long as you'd like..on the Q's lead and count!"
Nutcracker,Legs|Arms|Coupon,"Nutcracker With a brick in each hand held overhead, perform a lunge. At the same time, lower the arms and bring the bricks together between the legs. Return to the standing position, raising the bricks back overhead."
O.P.P.,,"O.P.P. You down with O.P.P? Yeah you know me! Whose down with O.P.P? All of F3! Partner up. Partner 1 does Overhead Claps while in People's Chair (O.P.). Meanwhile Partner 2 does a set number of Plank Jacks (P.) Switch.<br /> Can do multiple rounds, swapping out the Plank Jacks for Peter Parkers or Parker Peters or any exercise that starts with P."
Obama,,"Obama In honor of the 44th POTUS, this traveling exercise consists primarily of a Bear Crawl, but after every 4 hand moves PAX must stop and perform 4 Merkins. (The 4 and 4 for the 44th, in case you needed that explained to you...)"
Old Flame Drill (OFD),,Old Flame Drill (OFD) These 4 runner specific excercises done in sequence. runner's squat> scorpions>bulgarian split squat> bridges. All excercises done single leg 10 per leg (or more). Search youtube for a demonstration of these exercises.
Old Town Pain Train,,"Old Town Pain Train Every time you hear the train whistle, 10 burpees. Named for the AO in Rock Hill closest to the RR tracks."
Ollie Norths,,Ollie Norths Heaving a man over your back to carry him from the battlefield. ï¿½Then carry him for a while. (f/k/a First Responders)
One Calls,,"One Calls This is an 8-count IC exercise developed as a result of the sometimes horrible merkin form by some PAX, especially those claiming to do great #ï¿½s when in fact they didnï¿½t do any correctly. It was a way to force the PAX to have FULL extension both at the bottom and the top, which only makes them better (and stops the improper form). Since I work with OneCall and he would come to the office daily to complain about this, I developed this exercise and named it after him for my upcoming Q. Start in Merkin/Plank position. 1 ï¿½ Down; 2 ï¿½ Hand Release; 3 ï¿½ Up and hold; 4 ï¿½ Floyd Mayweather Punch Right arm; 5 ï¿½ Right arm down; 6 ï¿½ Floyd Mayweather Punch Left arm; 7 ï¿½ Left arm down; 8 (which would be the PAX count of 1, 2, 3, etc) ï¿½ Full plank. As you can see, this forces the PAX to go all the way down instead of the 1-2ï¿½ down that some claim count as a merkin, and it forces a locking of the elbows at the top. 10-15 of these are excellent. It has also been done with 2 PAX facing each other and keeping each other honest (Q choice with these to make the Floyd Mayweathers into Booyah Merkins or Slap 5's or anything like that where the PAX are mirroring each other)."
One-armed Pickle Pounder with Coupon,,"One-armed Pickle Pounder with Coupon Start with one arm on the ground in pickle pounder position, the other hand has the coupon (in Jacksonville we use a milk jug filled with water apxt. 8lbs) Hold the coupon on the small of your back with the free hand during reps x20 in cadence, switch arms and repeat."
One-legged Burpee,,"One-legged Burpee Not enough exercises start with ""O"" so... the one-legged burpee is like a regular burpee, but with one leg that stays off the ground through the entire set. Best to do two balanced sets or one split set so you don't look like a #Yepremian."
Outlaw,,"Outlaw Sitting in the position for flutter kicks, keep your feet together and make a big ""O"" with them. 10 reps to the right and 10 reps to the left or as many reps as the Q deems necessary."
Painkillers,Legs|Cardio|Coupon,"Painkillers Start with a Man-Maker ,then add a double merkin and plank jacks to it"
Pamela Anderson,,Pamela Anderson Burpee with a nipple scraper merkin (with or without a curb). Performance in slow motion while in a bathing suit is purely optional!
Pansey,,"Pansey Conduct pull up. While up, lift the legs to the 90 degree position or beyond. lower legs to perpendicular to the ground. Lower body to the down position. Repeat."
Parking Space Tracer,,"Parking Space Tracer For those participating in an AO with a parking lot, PAX starts at one point on a parking space line. PAX runs/sidesteps/runs backward while tracing the lines on the parking lot. Even better when double sided / open spaces."
Partner Carry,,Partner Carry Carry a partner either in a fireman hold or simply on your back some distance that Q calls out.
Partner Derkin,,Partner Derkin Merkin performed with your feet up on your planking partner's back.
Partner Plank Curls,,Partner Plank Curls Partner up. One partner gets in plank position. The other partner stands directly behind him and grabs planked partner's ankles and does bicep curls. Make sure partner in plank position keeps legs together.
Partner Shrug,,Partner Shrug Partner #1 assumes the plank position. Partner #2 grabs partner #1 by the ankles and commences shoulder shrug exercise using Partner #1 as weight. Flapjack and repeat.
Pattycake Merkin,,"Pattycake Merkin Two partners face each other in plank position and perform merkin together. On up movement, partners touch right hands in the middle. Repeat merkin and switch hands."
Paula Abdul,,"Paula Abdul Any set in which you take 2 steps forward and then 1 step back and continue to do so until you reach a defined endpoint. For example: run up 2 ramps of a parking deck, perform an exercise, run down 1 ramp, perform an exercise, continue until you reach the top. Also works well with parking lot lines, speed bumps, light posts, flights of stairs, etc."
Peeping Lipstick,,"Peeping Lipstick A combination of a Turkish Getup and Star Jump. PAX performs the Turkish Getup and then immediately performs 1 Star Jump. The transition between TG and SJ should be done fluidly. This exercise name comes from the combination of 2 PAX names, ""Peeping Tom"" (who loves Turkish Getups) and ""Lipstick"" (who loves Star Jumps), who were once working out together as Co-Qs and decided to combine the two movements. The name Turkish Getup Star Jumps is just way too long to say."
People's Air Presses,,"People's Air Presses While squatting in the People's Chair, perform overhead air presses."
People's Chair,,People's Chair Sitting against a wall with knees bent at a 90-degree angle for a period of time TBD by the workout leader.
People's Chair Modification,,"People's Chair Modification Things to distract your mind while in the Peoples Chair - Overhead presses, holding arms horizontal, left and right punches, left or right leg off the ground, and wall/thigh/chest slaps."
Pete Rose,,"Pete Rose Defined as anytime a PAX feels need to dive head first across a finish line, end line, to Shovelflag or wherever a head first slide is deemed appropriate, as only Charlie Hustle would do it."
Peter Parker (and Parker Peter),,"Peter Parker (and Parker Peter) In plank position move left knee toward left elbow with foot flared out.. then flapjack. You should look like Spider-Man climbing a wall. For Parker-Peter, simply pull left knee across your body to the right elbow. For an added twist Peter-Parkers can be combined with Merkins, so that when you go down you bring your leg in, and then straighten the leg as you return to plank."
Peter Parker Peter,,"Peter Parker Peter Done just like a Peter-Parker or Parker-Peter, but you do both on one leg before switching to other leg. On count 1, Right Leg goes up into Peter-Parker, 2 it comes back, then same leg goes into Parker-Peter on 3, then back on the count, then do the same with left leg."
Pickle Grinders,,"Pickle Grinders Find a bench, box or low wall where Partner A lays face down over the edge of said device with the edge at hip level or slightly lower. Partner B holds Partner A's legs firmly down. Partner A drops torso below device and reverses to tight hold with back arched upward. Exercise name becomes evident very quickly with fast adjustments. Great with a modest coupon."
Pickle Pounder,,Pickle Pounder Begin in an elbow plank then alternate hip flexion and extension in cadence. Best performed in front of store windows or in quiet neighborhoods.
Pinocchio,,"Pinocchio Pax circle up, get on their 6 with heads facing toward the circle, shoulder to shoulder. Q passes out two 40lbs sandbags on opposite sides of circle and instructs the Pax starts passing the bagsï¿½Pax reacts gleefully saying, ï¿½Is that it?ï¿½ï¿½then Q institutes a Low Slow Flutter AMRAP, then Freddy Mercuryï¿½Pax call Q a liar, just like Pinocchio."
Pinochle,,"Pinochle Each PAX pickes a card from the pinochle deck. The card values represent the reps and the suit represented the exercise.<br /> <br /> 9 = x9, 10 = x10, Jack = x11, Queen = x12, King = x13, Ace = x20, Game instruction card = Dealers Choice x50<br /> <br /> Hearts = Merkins<br /> Diamonds = Burpees<br /> Spades = Squats<br /> Clubs = American Hammers"
Pistol Squats,,"Pistol Squats One legged squats. Extend right leg out front. Lower and keep right leg extended out, then raise back up. Flapjack. Takes balance. Can be done in front of a pole for balance help. Demo here: https://www.youtube.com/watch?v=8tqKpdY7_vE"
Piston,,"Piston Starting in standing position and a Block/Coupon on the ground at your feet, squat and pick up block and return to standing position with it. Then perform a squat and place the block to it's original position and return to original standing position w/out the block. Uncoordinated pax 9most everyone) will eventually get out of sync thereby looking like the pistons of that ""See-Thru"" engine block you see at the car parts store."
Plank Compass,,"Plank Compass From plank position, Q calls out direction such as 90 degrees right or 180 degrees left. Pax rotates accordingly, walking hand over hand to the location designated by the Q (staying in plank), with toes acting as the center of the compass (stationary), and hands and head moving around the arc of the circle. Mix in Merkins at each stop. Do as many rotations as you like."
Plank Destroyer,,"Plank Destroyer All the fun you can have with a Plank, mashed up into one exercise. Begin in Plank position, perform a Makhtar N'Diaye ending back in Plank position, perform a Merkin, perform alternating Shoulder Taps, perform a Plank Jack. That's one rep. Ideal entry in a sequence of low-rep exercises."
Plank Dips,,"Plank Dips Steamer's M introduced him to plank dips and he brought them to PowderKeg. It can be done from regular plank or elbow plank position. From plank rotate your hips down to the ground on each side. 1 left, 2 regular, 3 right, regular for cadence count."
Plank Fonda,,"Plank Fonda Side plank, arm extended (on elbow to modify), lift upper leg in Jane Fonda motion, switch sides and repeat. Done in candence... with enthusiasm..."
Plank Hurdles,,"Plank Hurdles Done on a football field. In small groups of 5-6, everyone starts in the plank position in the end zone. 1st man from each group sprints to the 10 and planks, 2nd sprints, hurdles him, planks on the 20, 3rd man hurdles each, planks on the 30, etc. At the end of the group, 1st man sprints, hurdles everyone, etc. Everyone should finish in a plank in the opposite end zone."
Plank Jacks,,Plank Jacks Jumping Jacks while in the plank position.
